Headline,Score,Name,Country,Region,Continent,Site,Collected
"If the world were perfect, it wouldn’t be",0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Lasso accuses Correa and Nebot of manipulating the Assembly,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
New Minister of Energy and Mines will try to tackle Lasso’s oil production goals,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
"State of exception decreed in Guayas, Manabí and Esmeraldas putting soldiers and police in the streets",0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Over the last 4 years 678 police officers have been dismissed for ‘very serious’ offenses,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Alias ​​’JR’ house arrest under habeas corpus cancelled,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Car bomb explodes in front of the Guayaquil regional prison,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Judge who granted habeas corpus to Los Choneros leader dismissed by the Judicial Council,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Ecuador’s business climate deteriorated in the first quarter of 2022,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Lasso says he will not allow the siege of criminals ‘assisted’ by corrupt judges in Ecuador,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Lasso insists on an investment law with public-private partnerships,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
"Court requests extradition of Correa, Belgium granted him asylum",0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Dive boat sinks causing diesel fuel spill in Galapagos,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
"Ernesto Weisson, one of the ‘Miami Boys’, pleads guilty in the United States",0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
$400 million in new investments in Ecuador bring 2022 total to $1.360 billion,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Chinese car sales dominate Ecuador market share and grow dramatically in first quarter 2022,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Don’t spill that water glass,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
National Court asks the Constitutional Court to review the application of habeas corpus in Ecuador,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
"Ecuador and Argentina sign declaration on Celac, Trade and Venezuela",0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Group pushes at-home Covid-19 testing though Minister of Health says it will hurt Ecuador’s pandemic surveillance efforts,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Justice Commission challenges constitutionality of ‘abortion for rape law’ with its own lawsuit,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Tropical plant thought to be extinct rediscovered in Ecuador,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
TSA ruling on mask mandates affects flights to and from Ecuador and US,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
SRI says revenue for the first quarter of 2022 was 29% higher than last year,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Spanish investigation says bribes were paid to get Quito metro contracts,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Spain’s National Police dismantle drug operation with roots in Ecuador,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
2022 is shaping up to be a complex year for the banana sector,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Sick of being sick,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
"Pastaza province, Indigenous groups collaborate on forest conservation",0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Government imports banana plants resistant to the fungus Fusarium R4T,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Lasso’s partial veto of the rape abortion law will go to the Constitutional Court,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Glas released from prison after serving only 4 years for three different felony crimes,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
"Cuenca’s old mansions are born again as restaurants, bars, hotels and tourist attractions",0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
To view this article you must have an active subscription.,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Become a subscriber of The Cuenca Dispatch!,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Subscribe now and get your first month for only $1.,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Click here to subscribe.,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Be notified when new unlocked articles are published.,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
"Subscribe to weekly reports on Ecuador’s economics, politics, crime and more.",0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
Cancel at any time.,0,The Cuenca Dispatch,Ecuador,South America,Latin America,https://thecuencadispatch.com/,20220831
"Solca resumes IESS cancer services; Unions to strike for more health funding; Cool, drizzly weather to end; Colombia-Venezuela relations restored",0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
The killing of Galapagos tortoises is investigated; Residents claim that park rangers are involved,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Fauci admits Covid-19 is not going away and its long-term effects could last for years,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Ecuador’s post office comes back to life with a focus on international package delivery,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Verde Oveja farm near Cotacachi produces world-class sheep cheese products and lamb meat and invests in the local indigenous community,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Expats often learn the hard way that the concept of time is different in Latin America,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
What exercises protect the best against dementia,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Quito subway and bus integration stirs controversy; ‘Van Gogh Alive’ heads to Cuenca; Lasso submits voter questions; 80% of energy from renewables,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Looking for Asian cooking ingredients in Cuenca? You’ll find them at Luvimar on Luis Moreno Mora,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
The rope bridges of the Incas: The ancient technology that united Andean communities fades into history,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Glas’ habeas corpus ruling thrown out; Llori loses Assembly presidency appeal; Solca suspends IESS cancer treatments; Comptroller goes to trial,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
"Despite promises, Big Pharma fails to deliver vaccines and medicines to poor countries",0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Supreme Court to consider ‘insane’ penalties U.S. expats face on foreign accounts and earnings,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Cuenca and Medellín are South America’s top expat destinations: Which one is best for you?,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
"Problems at Facebook: An aging userbase, lack of innovation explain decline of social media giant",0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Temporary and Permanent Visas. 100% Guaranteed by Isabel Mosquera,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
One Single Cuenca Tennis Club Membership For Sale,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
"Cuenca Cheese, Wine and Beer festival!",0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Cozy Apartment with Covered Terrace,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Stay Up to Date With The Latest News & Updates,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Subscribe to our newsletter,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
You have Successfully Subscribed!,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Subscribe to our Newsletter,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Subscribe to our free newsletter!,0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
"Cuenca High Life offers on-line publications, local translated news, and reports about the expat life and living in Ecuador.",0,Cuenca High Life,Ecuador,South America,Latin America,https://cuencahighlife.com/,20220831
Virtual Tie in Castillo-Fujimori Election Results Leads to Call of Fraud,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
Peru begins second phase of Covid-19 vaccination program,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
Sagasti sends top police brass into retirement in major police reform,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
President Francisco Sagasti to steer government towards next year’s elections,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
News from Peru – Peruvian Times,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
A Stairway to Heaven – Ruins with a View,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
"Drones Help Discover Desert Drawings in Palpa, near Nazca",0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
The Road to Ruins,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
Cusco — Landslides force temporary closing of the Inca Trail,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
Romance and chivalry take a beating from consumer protection institute,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
Gracias a la Vida — Part Three: The Cordillera Huayhuash,0,Peruvian Times,Peru,South America,Latin America,https://www.peruviantimes.com/#,20220831
"1,496 monkeypox cases confirmed in Peru",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"The Ministry of Health (Minsa) reported that the number of confirmed monkeypox cases in Peru has risen to 1,496.",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Over 82.56 million COVID-19 vaccine doses applied,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Peru: Coronavirus cases 4,102,641; death toll reaches 215,745",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Thousands celebrate Feast Day of St. Rose of Lima,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Health Minister highlights work of Peruvian nurses on their day,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru's Foreign Affairs Min calls for putting aside polarization and ideologies,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Gov't extends greetings to Peruvian Police on Feast Day of St. Rose of Lima, its patroness",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
La Tarumba vuelve con Eterno,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Peruvian President meets with counterparts from Ecuador, Bolivia, and Colombia",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peruvian President receives Pro-Tempore Presidency of Andean Community,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru's President: CAN's reorganization will be focused on population,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru to be among three fastest-growing economies in South America (2022-2026),0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Net International Reserves total US$74.713 bn on Aug 24,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Public sector budget for FY 2023 will grow 4%,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Economy grew in seasonally-adjusted terms in 2Q 2022,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Peru's economy forecast to grow 3.3% in 2022, despite unfavorable external conditions",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"ECLAC: Peru's economy to continue growing in 2022, will expand 2.5%",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Peru named fifth most beautiful country in the Americas, ranks 18th in the world",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Machu Picchu: Peru authorizes physical sale of up to 1,000 entry tickets a day",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Mincetur coordinates efforts to protect Machu Picchu visitors during 24-hour strike,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru cements its position as high-end tourist destination,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
EU recognizes Peru's digital COVID-19 vaccination certificate,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"1,463 monkeypox cases confirmed in Peru",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Over 82.52 million COVID-19 vaccine doses applied,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Google opens new office in Peru, consolidates operations in the country",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Olivia Newton-John and her secret weeding in Cusco,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Peru: Fans leave flowers, messages in honor of Diego Bertie",0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Culture Ministry mourns Diego Bertie's death,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
Peru: Actor Diego Bertie dead at 54,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
© 2017 Peru News Agency. All Rights reserved.,0,Andina,Peru,South America,Latin America,https://andina.pe/ingles/,20220831
"Sorry, we're doing some work on the site",0,Santiago Times,Chile,South America,Latin America,https://santiagotimes.cl/,20220831
Luciano Silva: ‘We must not forget that…,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
CAM leader Héctor Llaitul arrested by the…,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
How the campaign against the new Constitution…,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Servel cites ‘misinformation’ campaign regarding ‘dead’ voters,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Carlos Calvo: ‘this is a Constitution of…,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Janis Meneses on the final text: ‘Will…,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Guillermo Namor: The new Constitution answers ’21st…,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Will campaign ads save the constitutional proposal?,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Roberto Vega: ‘We all want Chile to…,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Carolina Videla on the constitutional proposal: ‘This…,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chile Votes on a new Constitution,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Luciano Silva: ‘We must not forget that this started with a peace agreement’,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
How the campaign against the new Constitution remembers the dictatorship,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Carlos Calvo: ‘this is a Constitution of hope’,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Janis Meneses on the final text: ‘Will change many women’s lives’,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Guillermo Namor: The new Constitution answers ’21st century demands’,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Roberto Vega: ‘We all want Chile to succeed’,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
CAM leader Héctor Llaitul arrested by the Investigations Police,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Watch the full interview with Hector Llaitul (CAM) here,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Indigenous rights: how Canada is doing it,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Could Chile be home to the world’s oldest tree?,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Recent earthquakes rattling Chile raise concerns,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chilean Central Bank wrestles with inflation,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chile to raise taxes and copper mining royalties,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Codelco workers strike over Ventanas smelter closure,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
A Play in Washington About the Last Hours of Salvador Allende,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Thousands in Santiago participate in Pride March 2022,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Andean Museum scene of a violent theft,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chile to search for detainees disappeared during Pinochet years,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chilean Health Ministry eases mandatory PCR for tourists after airport collapse,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chile to reopen land borders ahead of summer,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
"Santiago: The Worst South American City to Live In, Expats Say",0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chile To Reopen Borders Starting December,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Bahai Temple: A Sacred Place Meant to Unify,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Arturo Godoy: Historic Heavyweight from Iquique,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
The Battle of Lircay: A Fight for Chile’s Future,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chilean “ice mermaid” sets two open-water records,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
"Chile files claim at FIFA, aiming for Ecuador’s World Cup spot",0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Down but not out: Chile and the 2022 World Cup,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Van Klaveren: Chile set to play a more active regional role,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Boric leaves Argentina with joint commitments to strengthen ties,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chile and Bolivia head to the ICJ over the Silala River,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Teatinos One / Eighty,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
Chile on the Verge of a New Foreign Policy Cycle,0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
"As Chile Grows Wary of Chinese Engagement, An Opportunity Looms",0,Chile Today,Chile,South America,Latin America,https://chiletoday.cl/,20220831
"Mikhail Gorbachev, last leader of the Soviet Union, dead at 91",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Inflation: Argentina’s interminable nightmare,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Argentina seeks to shift all-cash workers into payroll jobs,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Andean leaders want Argentina, Chile, Venezuela to join regional bloc",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Survey: Almost half of women in Argentina have experienced gender violence,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Tensions soar as riot police clash with pro-CFK demonstrators in Recoleta,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Cristina Fernández de Kirchner: a politically persecuted crook,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Underlining the vice in vice-president,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Consequences of a conviction,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
World’s hottest economy goes cold as Chileans run out of money,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Bolsonaro, Lula trade jabs in Brazil debate",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"PIX, the e-payment system revolutionising Brazil",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Yachts, whiskey, bull semen land on Argentina’s import blacklist",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Next round of IMF talks complicated by weak reserves,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Debt has grown almost US$3 billion a month for last year,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Argentina seizes 1.6 tons of cocaine headed for Dubai,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Wind blows in favour of Argentina’s GM crops,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Left-wing leaders in Latin America show support for CFK,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Economy Ministry set to introduce ‘tech dollar’ exchange rate for freelancers,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
‘Isabelita’: the unknown agent who infiltrated the Madres de Plaza de Mayo,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Córdoba minister resigns as autopsy says newborns were killed ‘intentionally’,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Guy Standing: ‘A basic income is a right of every individual in every society’,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Milagro Sala: ‘The courts do not work to do justice but according to political colours’,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"‘The whole world is recognising our culture,’ says Don Julio owner",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Cristina has her back against the wall,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Argentina’s international stars in good form as World Cup draws closer,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
CFK looks ahead to 2023 as she awaits request for her conviction,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Can Atlético Tucumán break their province’s title duck?,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Argentina plows ahead with utility-subsidy cuts key to IMF deal,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
We’re all in the same boat,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Far away and long ago,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"As a Muslim, I condemn the attack on Salman Rushdie",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Taiwanese find their feet in Argentina,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
From Batgirl to Superman?,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Last supper with Guzmán,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Meet Emilio Pérsico: the ‘Lord of the Plans’,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Massa embarks on his mission impossible,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Solution to our energy problem lies between gas and off-shore pipelines,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
US$33-million Frida Kahlo painting becomes MALBA's new attraction,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Veganism booms in Buenos Aires,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Trial of the century or a century on trial?,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Biting (or braving) the bullet,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Credibility gap the widest of all,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Blind eyes of a storm,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Plan B or Plan C(FK)?,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Leaps in the dark,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Muddling and meddling in the middle of the year,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Is Colombia’s run-off Argentina’s run-up?,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
A motley crew – in the air and on the ground,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Never a peak period for summits,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Where angels fear to tread,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Back(s) to the future in the present (very) tense,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Could opium be the opium of the masses?,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
April showers without May flowers,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Are two heads always better than one?,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Coins in the air,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Divide and rule (but not rule of law),0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Anything but a holy week,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Picky with the pickets,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Stories that caught our eye: August 20 to 27,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Ted Cruz urges sanctions on Argentina’s Vice-President Cristina Fernández de Kirchner,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Musician Jorge Milchberg, known for 'El Cóndor Pasa,' dies aged 93",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Scientists launch pioneering study on brain injuries in rugby,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
